x,.4
0.100435,1.19432
0.104546,1.27929
0.108824,1.36534
0.114938,1.46228
0.121395,1.56611
0.129621,1.67104
0.138401,1.77009
0.148315,1.87495
0.158937,1.97162
0.170318,2.05825
0.183846,2.15637
0.19917,2.24272
0.201358,2.2671
0.218934,2.34924
0.238044,2.43436
0.257883,2.52265
0.28141,2.59502
0.30597,2.66956
0.33267,2.7363
0.36039,2.815
0.389,2.8855
0.42915,2.9896

x,.3
0.100703,0.69717
0.105975,0.74942
0.113574,0.82621
0.120392,0.88485
0.127619,0.94764
0.13332,0.98951
0.138266,1.02955
0.147099,1.09858
0.157065,1.16793
0.167704,1.23267
0.179064,1.30573
0.19189,1.37806
0.20119,1.42847
0.2156,1.5076
0.231881,1.57952
0.249394,1.66696
0.269204,1.74643
0.29059,1.82968
0.31253,1.91697
0.33127,1.97969
0.35241,2.05931
0.38179,2.14958
0.41816,2.25995
0.45136,2.35053
0.48899,2.45356
0.52782,2.55189
0.56974,2.64454
0.59951,2.71144
0.64948,2.82
0.70107,2.9437
0.72705,3.0131

x,.2
0.100624,0.45225
0.107051,0.48082
0.109816,0.4931
0.117255,0.52233
0.125199,0.5553
0.134167,0.5882
0.140671,0.61417
0.150748,0.65055
0.161545,0.68658
0.173116,0.72461
0.185515,0.76475
0.203934,0.82173
0.21854,0.86725
0.235045,0.91193
0.252799,0.96592
0.27388,1.02676
0.29456,1.07966
0.31681,1.14358
0.3395,1.20255
0.36514,1.26911
0.3913,1.33455
0.4014,1.36367
0.43014,1.43398
0.46263,1.51336
0.49577,1.59719
0.53321,1.6856
0.57348,1.77245
0.5991,1.84405
0.64435,1.94613
0.69807,2.0612
0.7508,2.1753
0.80458,2.30416
0.8622,2.42297
0.92732,2.55709
0.99013,2.68903
1.00832,2.72797
1.08054,2.8791
1.13911,3.0006

x,.1
0.100353,0.2773
0.109718,0.30069
0.117577,0.3185
0.125542,0.33738
0.134535,0.35737
0.143648,0.37855
0.159065,0.4097
0.170458,0.43239
0.182667,0.45634
0.195749,0.47987
0.200802,0.49034
0.215183,0.51562
0.231435,0.54417
0.248914,0.5722
0.273627,0.61484
0.29322,0.64419
0.31651,0.6749
0.34041,0.70967
0.36479,0.74355
0.39234,0.78187
0.42505,0.8221
0.45715,0.86132
0.49167,0.9057
0.5288,0.95236
0.56461,0.99605
0.60066,1.04178
0.64603,1.09945
0.69481,1.1561
0.74188,1.22018
0.80375,1.30176
0.86132,1.37387
0.92302,1.46055
0.98914,1.54707
1.00732,1.57519
1.07947,1.6685
1.14842,1.76746
1.22622,1.87905
1.27867,1.95498
1.35294,2.07104
1.43935,2.20186
1.53129,2.34095
1.62912,2.50699
1.72065,2.68499
1.82394,2.8755
1.89852,3.0136

x,.05
0.100843,0.200971
0.109248,0.209781
0.117498,0.219789
0.126371,0.230274
0.136906,0.241244
0.14778,0.252744
0.159517,0.263832
0.172188,0.27641
0.185865,0.28959
0.200627,0.30229
0.216563,0.3167
0.233765,0.3318
0.251416,0.34637
0.271386,0.36288
0.29188,0.37881
0.31391,0.39472
0.33153,0.40839
0.35786,0.42786
0.38488,0.44664
0.40061,0.45966
0.434,0.47981
0.46848,0.50268
0.50569,0.52665
0.54387,0.54777
0.58494,0.5739
0.65242,0.61211
0.70424,0.64129
0.76018,0.67186
0.80284,0.69387
0.86661,0.72694
0.93544,0.75883
0.99153,0.78509
1.07419,0.82398
1.1595,0.86013
1.25161,0.90442
1.35102,0.94409
1.45303,0.98554
1.55141,1.02514
1.67464,1.07402
1.80766,1.12522
1.91955,1.16836
2.00891,1.20454
2.17636,1.25734
2.3407,1.31732
2.52663,1.38012
2.7273,1.44066
2.9439,1.50386
3.1662,1.57561
3.4177,1.64473
3.6758,1.7232
4.0259,1.81828
4.3457,1.89804
4.6399,1.97073
4.9721,2.05358
5.3671,2.15148
5.7723,2.24594
6.0741,2.32802
6.5565,2.43015
7.0773,2.53676
7.6394,2.65769
8.0682,2.7547
8.709,2.8861
9.248,2.9913
